"Produkt_Code","SDO_ID","Timestamp","Value","Qualitaet_Niveau","Qualitaet_Byte"
"DD_MN008","1975","201901232200","110","0","3"
"DD_MN008","1975","201901232300","110","0","3"
"DD_MN008","1975","201901240000","130","0","3"
"DD_MN008","1975","201901240100","120","0","3"
"DD_MN008","1975","201901240200","150","0","3"
"DD_MN008","1975","201901240300","130","0","3"
"DD_MN008","1975","201901240400","160","0","3"
"DD_MN008","1975","201901240500","150","0","3"
"DD_MN008","1975","201901240600","120","0","3"
"DD_MN008","1975","201901240700","90","0","3"
"DD_MN008","1975","201901240800","90","0","3"
"DD_MN008","1975","201901240900","110","0","3"
"DD_MN008","1975","201901241000","120","0","3"
"DD_MN008","1975","201901241100","110","0","3"
"DD_MN008","1975","201901241200","100","0","3"
"DD_MN008","1975","201901241300","90","0","3"
"DD_MN008","1975","201901241400","80","0","3"
"DD_MN008","1975","201901241500","100","0","3"
"DD_MN008","1975","201901241600","100","0","3"
"DD_MN008","1975","201901241700","90","0","3"
"DD_MN008","1975","201901241800","80","0","3"
"DD_MN008","1975","201901241900","150","0","3"
"DD_MN008","1975","201901242000","90","0","3"
"DD_MN008","1975","201901242100","80","0","3"
"DD_MN008","1975","201901242200","90","0","3"
"DD_MN008","1975","201901242300","70","0","3"
"DD_MN008","1975","201901250000","60","0","3"
"DD_MN008","1975","201901250100","90","0","3"
"DD_MN008","1975","201901250200","110","0","3"
"DD_MN008","1975","201901250300","80","0","3"
"DD_MN008","1975","201901250400","90","0","3"
"DD_MN008","1975","201901250500","90","0","3"
"DD_MN008","1975","201901250600","40","0","3"
"DD_MN008","1975","201901250700","90","0","3"
"DD_MN008","1975","201901250800","170","0","3"
"DD_MN008","1975","201901250900","230","0","3"
"DD_MN008","1975","201901251000","240","0","3"
"DD_MN008","1975","201901251100","230","0","3"
"DD_MN008","1975","201901251200","200","0","3"
"DD_MN008","1975","201901251300","210","0","3"
"DD_MN008","1975","201901251400","220","0","3"
"DD_MN008","1975","201901251500","210","0","3"
"DD_MN008","1975","201901251600","200","0","3"
"DD_MN008","1975","201901251700","180","0","3"
"DD_MN008","1975","201901251800","170","0","3"
"DD_MN008","1975","201901251900","170","0","3"
"DD_MN008","1975","201901252000","170","0","3"
"DD_MN008","1975","201901252100","160","0","3"
"DD_MN008","1975","201901252200","160","0","3"
"DD_MN008","1975","201901252300","160","0","3"
